case_id,image_path,mask_path,model,checkpoint,threshold,stride,prediction_shape,target_shape,tp_voxels,fp_voxels,fn_voxels,tn_voxels,dice,iou,precision,recall,sensitivity,specificity,true_volume_ml,pred_volume_ml,abs_volume_error_ml
121.nii.gz,data/raw/images/121.nii.gz,data/raw/masks/121.nii.gz,sw_v9,models/best_model_slidingWindow_v9_dice.pth,0.3,64,30x650x650,30x650x650,0,193193,0,12481807,0.0,0.0,0.0,1.0,1.0,0.9847579487179488,0.0,965.965,965.965
122.nii.gz,data/raw/images/122.nii.gz,data/raw/masks/122.nii.gz,sw_v9,models/best_model_slidingWindow_v9_dice.pth,0.3,64,28x650x650,28x650x650,0,90798,0,11739202,0.0,0.0,0.0,1.0,1.0,0.9923247675401522,0.0,453.99,453.99
123.nii.gz,data/raw/images/123.nii.gz,data/raw/masks/123.nii.gz,sw_v9,models/best_model_slidingWindow_v9_dice.pth,0.3,64,39x650x650,39x650x650,0,625507,0,15851993,0.0,0.0,0.0,1.0,1.0,0.9620387194659384,0.0,3127.535,3127.535
124.nii.gz,data/raw/images/124.nii.gz,data/raw/masks/124.nii.gz,sw_v9,models/best_model_slidingWindow_v9_dice.pth,0.3,64,30x650x650,30x650x650,0,642965,0,12032035,0.0,0.0,0.0,1.0,1.0,0.9492729783037476,0.0,3214.825,3214.825
125.nii.gz,data/raw/images/125.nii.gz,data/raw/masks/125.nii.gz,sw_v9,models/best_model_slidingWindow_v9_dice.pth,0.3,64,40x650x650,40x650x650,0,224072,0,16675928,0.0,0.0,0.0,1.0,1.0,0.986741301775148,0.0,1120.36,1120.36
126.nii.gz,data/raw/images/126.nii.gz,data/raw/masks/126.nii.gz,sw_v9,models/best_model_slidingWindow_v9_dice.pth,0.3,64,30x650x650,30x650x650,0,364929,0,12310071,0.0,0.0,0.0,1.0,1.0,0.9712087573964497,0.0,1824.645,1824.645
127.nii.gz,data/raw/images/127.nii.gz,data/raw/masks/127.nii.gz,sw_v9,models/best_model_slidingWindow_v9_dice.pth,0.3,64,32x650x650,32x650x650,0,152813,0,13367187,0.0,0.0,0.0,1.0,1.0,0.9886972633136095,0.0,764.065,764.065
128.nii.gz,data/raw/images/128.nii.gz,data/raw/masks/128.nii.gz,sw_v9,models/best_model_slidingWindow_v9_dice.pth,0.3,64,28x650x650,28x650x650,0,385108,0,11444892,0.0,0.0,0.0,1.0,1.0,0.9674464919695689,0.0,1925.54,1925.54
129.nii.gz,data/raw/images/129.nii.gz,data/raw/masks/129.nii.gz,sw_v9,models/best_model_slidingWindow_v9_dice.pth,0.3,64,30x650x650,30x650x650,0,154953,0,12520047,0.0,0.0,0.0,1.0,1.0,0.9877749112426035,0.0,774.765,774.765
130.nii.gz,data/raw/images/130.nii.gz,data/raw/masks/130.nii.gz,sw_v9,models/best_model_slidingWindow_v9_dice.pth,0.3,64,31x650x650,31x650x650,0,164992,0,12932508,0.0,0.0,0.0,1.0,1.0,0.9874027867913724,0.0,824.96,824.96
